RegionID	Chr	Pos	NumReads	NumCpGs	VC_maxdist	VC_skip	Sig_maxdist	Sig_skip	DomLabel_maxdist	DomLabel_skip	CramersV_maxdist	CramersV_skip	PermanovaP_maxdist	PermanovaP_skip
8224	chr14	85738392	180	93	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8226	chr14	86049905	181	58	Noise	Subclone	False	False	allele	allele	0	0	1	0.01
8227	chr14	86079927	195	91	Weak	Strong	False	True	hp	hp	0	0.2891	0.01	0.01
8228	chr14	86111357	185	80	Weak	Strong	False	True	hp	hp	0	0.6955	1	0.01
8229	chr14	86160411	206	68	Weak	Strong	False	True	hp	hp	0	0.3823	1	0.01
8230	chr14	86272476	215	42	Weak	Weak	False	True	hp	allele	0	0.6231	1	0.01
8231	chr14	86409321	178	63	Strong	Weak	False	False	hp	hp	0	0.18	0.01	0.01
8233	chr14	86463517	205	60	Weak	Strong	False	True	hp	hp	0	0.4113	0.01	0.01
8234	chr14	86522423	195	55	Weak	Subclone	False	False	hp	hp	0	0.0755	1	0.01
8235	chr14	86573385	170	59	Weak	Strong	False	True	allele	allele	0	0.2653	1	0.01
8236	chr14	86584685	158	52	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8237	chr14	86634671	133	51	Weak	Strong	False	True	hp	hp	0	0.3484	1	0.01
8238	chr14	86739571	176	59	Weak	Strong	False	True	hp	hp	0	0.2974	1	0.01
8239	chr14	86925289	166	48	Strong	Strong	False	True	hp	hp	0	0.2475	0.01	0.01
8240	chr14	86937754	232	72	Weak	Strong	False	True	hp	hp	0	0.5808	1	0.01
8241	chr14	86965109	155	53	Weak	Strong	False	True	hp	hp	0	0.3348	1	0.01
8242	chr14	86978441	214	48	Weak	Strong	False	True	hp	hp	0	0.3919	1	0.01
8243	chr14	87154505	194	78	Weak	Strong	False	False	allele	hp	0	0	1	0.01
8244	chr14	87190379	210	77	Weak	Strong	False	True	hp	hp	0	0.2803	0.01	0.01
8245	chr14	87208557	173	53	Weak	Weak	False	True	hp	hp	0	0.1752	1	0.01
8246	chr14	87224877	173	57	Weak	Strong	False	True	hp	hp	0	0.2025	1	0.01
8247	chr14	87240885	171	83	Weak	Strong	False	True	hp	allele	0	0.483	1	0.01
8250	chr14	87303816	210	58	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8251	chr14	87332700	198	37	Weak	Strong	False	True	allele	allele	0	0.4734	1	0.01
8252	chr14	87427808	187	95	Weak	Strong	False	True	allele	allele	0	0.3089	1	0.01
8254	chr14	87600140	167	33	Strong	Weak	False	False	hp	hp	0	0	0.01	1
8255	chr14	87633993	179	67	Weak	Strong	False	True	hp	hp	0	0.1356	1	0.01
8256	chr14	87634188	164	65	Weak	Strong	False	False	hp	hp	0	0	0.01	0.01
8257	chr14	87714902	170	56	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8258	chr14	87741546	179	67	Weak	Strong	False	True	hp	hp	0	0.6478	1	0.01
8259	chr14	87772246	194	80	Strong	Weak	False	False	hp	hp	0	0	0.01	1
8260	chr14	87774030	182	85	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8261	chr14	87780845	195	78	Weak	Strong	False	False	hp	hp	0	0	0.01	0.01
8262	chr14	87829918	150	49	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8263	chr14	87884309	202	69	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8264	chr14	87917384	168	77	Weak	Strong	False	False	hp	allele	0	0	1	0.01
8265	chr14	87925144	186	52	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8267	chr14	88083124	207	57	Weak	Strong	False	True	hp	hp	0	0.7584	1	0.01
8269	chr14	88323288	172	264	Weak	Strong	False	True	allele	hp	0	1	0.01	0.01
8270	chr14	88377017	182	51	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8274	chr14	88631815	194	61	Strong	Noise	False	False	hp	hp	0	0	0.01	1
8278	chr14	88721552	209	69	Weak	Strong	False	True	hp	hp	0	0.1627	1	0.01
8279	chr14	88774033	193	78	Weak	Strong	False	True	hp	hp	0	0.1091	1	0.01
8280	chr14	88822136	206	176	Weak	Strong	False	True	hp	hp	0	0.2428	1	0.01
8281	chr14	88938234	208	96	Weak	Strong	False	True	hp	hp	0	0.3384	1	0.01
8282	chr14	88966721	164	81	Weak	Strong	False	True	hp	hp	0	0.3746	1	0.01
8284	chr14	88999927	187	70	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8285	chr14	89009615	180	67	Weak	Strong	False	False	hp	allele	0	0	1	0.01
8287	chr14	89051270	174	73	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8288	chr14	89128385	215	117	Weak	Strong	False	True	hp	hp	0	0.2787	1	0.01
8289	chr14	89141900	201	100	Weak	Strong	False	True	hp	hp	0	0.3962	1	0.01
8291	chr14	89463067	208	149	Weak	Strong	False	True	hp	hp	0	0.3008	1	0.01
8292	chr14	89593889	210	91	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8293	chr14	89679914	199	97	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8295	chr14	89699398	184	169	Strong	Strong	True	False	hp	hp	0.2737	0	0.01	0.01
8296	chr14	89701754	172	162	Weak	Strong	False	True	hp	allele	0	0.6684	1	0.01
8297	chr14	89826899	188	70	Weak	Subclone	False	False	hp	allele	0	0	1	0.01
8298	chr14	89916099	163	99	Weak	Noise	False	False	hp	hp	0	0	0.01	1
8299	chr14	89916100	159	99	Strong	Noise	False	False	hp	allele	0	0	0.01	0.01
8301	chr14	90041378	200	75	Weak	Noise	False	False	hp	hp	0	0	1	1
8303	chr14	90113363	140	141	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8304	chr14	90117546	188	102	Weak	Strong	False	True	hp	hp	0	0.5372	1	0.01
8305	chr14	90163769	202	83	Weak	Strong	False	True	hp	hp	0	0.2346	0.01	0.01
8306	chr14	90202684	190	116	Weak	Strong	False	True	hp	hp	0	0.9151	0.01	0.01
8307	chr14	90218838	211	65	Weak	Strong	False	False	hp	hp	0	0	0.01	0.01
8308	chr14	90224836	170	83	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8312	chr14	90398207	188	318	Strong	Strong	True	False	hp	hp	0.4449	0	0.01	0.01
8313	chr14	90524913	204	223	Weak	Strong	False	True	hp	hp	0	0.1721	1	0.01
8315	chr14	90578398	176	190	Weak	Strong	False	True	hp	hp	0	0.348	1	0.01
8316	chr14	90641717	179	97	Weak	Strong	False	True	allele	allele	0	0.3917	1	0.01
8317	chr14	90683760	162	86	Weak	Strong	False	True	hp	hp	0	0.3285	1	0.01
8318	chr14	90686164	199	81	Weak	Strong	False	True	hp	hp	0	0.3446	1	0.01
8319	chr14	90699999	203	131	Strong	Subclone	False	False	hp	hp	0	0	0.01	0.01
8323	chr14	90976821	191	74	Noise	Weak	False	False	allele	allele	0	0	1	1
8325	chr14	91352408	215	192	Weak	Subclone	False	True	hp	hp	0	0.1098	0.01	0.01
8329	chr14	91569723	170	138	Weak	Strong	False	False	hp	hp	0	0	0.01	0.01
8330	chr14	91630227	178	50	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8332	chr14	91736118	174	74	Strong	Weak	False	False	hp	hp	0	0	0.01	1
8333	chr14	91783160	196	53	Weak	Subclone	False	False	hp	hp	0	0	1	0.01
8334	chr14	91794709	170	55	Weak	Noise	False	False	hp	hp	0	0	0.01	1
8335	chr14	91843054	169	80	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8337	chr14	91847852	200	110	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8339	chr14	92132164	175	93	Weak	Noise	False	False	hp	allele	0	0	0.01	1
8340	chr14	92133551	183	93	Weak	Noise	False	False	hp	hp	0	0	1	1
8341	chr14	92215778	181	105	Strong	Strong	False	True	hp	hp	0	0.4568	0.01	0.01
8343	chr14	92307129	154	95	Strong	Strong	False	True	hp	hp	0	0.5477	0.01	0.01
8345	chr14	92328006	201	239	Weak	Subclone	False	True	hp	hp	0	0.122	1	0.01
8349	chr14	92646945	173	174	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8351	chr14	92750455	180	199	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8352	chr14	92755461	188	104	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8356	chr14	93137030	176	204	Weak	Strong	False	True	hp	hp	0	0.287	1	0.01
8357	chr14	93206122	190	221	Weak	Noise	False	False	hp	hp	0	0	1	1
8359	chr14	93290634	229	85	Noise	Weak	False	False	allele	allele	0	0	1	1
8360	chr14	93396674	201	34	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8362	chr14	93570734	171	98	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8364	chr14	93608726	198	76	Weak	Strong	False	True	hp	hp	0	0.818	1	0.01
8367	chr14	93647512	215	62	Weak	Strong	False	True	hp	hp	0	0.9	1	0.01
8368	chr14	93692019	179	101	Weak	Strong	False	True	hp	hp	0	0.3077	1	0.01
8369	chr14	93839181	202	94	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8370	chr14	93900601	184	166	Weak	Strong	False	True	hp	hp	0	0.2189	1	0.01
8372	chr14	93935509	159	279	Weak	Strong	False	False	allele	hp	0	0	1	0.01
8373	chr14	93996383	155	163	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8374	chr14	94020186	166	140	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8375	chr14	94201083	194	72	Weak	Strong	False	True	hp	hp	0	0.2227	1	0.01
8376	chr14	94215546	194	107	Weak	Strong	False	True	hp	hp	0	0.4082	1	0.01
8377	chr14	94298834	220	116	Strong	Strong	False	True	hp	hp	0	0.3722	0.01	0.01
8378	chr14	94300552	187	109	Weak	Strong	False	True	hp	hp	0	0.442	1	0.01
8380	chr14	94382908	176	133	Weak	Strong	False	True	hp	hp	0	0.3572	1	0.01
8381	chr14	94463232	185	97	Strong	Strong	False	True	hp	hp	0	0.2883	0.01	0.01
8382	chr14	94468110	195	80	Weak	Strong	False	True	hp	hp	0	0.2411	1	0.01
8383	chr14	94481597	174	104	Weak	Strong	False	True	hp	allele	0	0.3008	1	0.01
8384	chr14	94509427	164	81	Strong	Strong	False	True	hp	hp	0	0.3882	0.01	0.01
8385	chr14	94572487	162	122	Weak	Strong	False	True	hp	hp	0	0.3603	1	0.01
8386	chr14	94593497	154	104	Strong	Subclone	False	True	hp	hp	0	0.1169	0.01	0.01
8387	chr14	94600182	150	119	Strong	Subclone	False	True	hp	hp	0	0.3575	0.01	0.01
8388	chr14	94622850	178	99	Weak	Strong	False	True	hp	hp	0	0.2785	1	0.01
8389	chr14	94624220	170	104	Strong	Strong	False	True	hp	hp	0	0.2183	0.01	0.01
8390	chr14	94727039	157	109	Weak	Strong	False	True	hp	hp	0	0.2694	1	0.01
8392	chr14	94765504	144	337	Weak	Strong	False	True	hp	hp	0	0.4269	1	0.01
8393	chr14	94781156	149	110	Strong	Strong	False	True	hp	hp	0	0.3725	0.01	0.01
8394	chr14	94782570	169	118	Weak	Strong	False	True	hp	hp	0	0.416	1	0.01
8395	chr14	94887928	162	176	Weak	Strong	False	True	hp	hp	0	0.3757	1	0.01
8396	chr14	94899605	179	114	Strong	Strong	False	True	hp	hp	0	0.3159	0.01	0.01
8397	chr14	94912719	193	127	Weak	Strong	False	True	hp	hp	0	0.4047	1	0.01
8398	chr14	94912720	192	127	Weak	Strong	False	True	hp	hp	0	0.4034	1	0.01
8399	chr14	95041033	233	153	Weak	Noise	False	False	hp	allele	0	0	1	0.01
8402	chr14	95384272	209	115	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8404	chr14	95691565	191	189	Strong	Weak	False	False	hp	hp	0	0	0.01	1
8405	chr14	95774386	172	130	Weak	Strong	False	True	allele	hp	0	0.8626	1	0.01
8406	chr14	95784792	219	74	Weak	Strong	False	True	hp	hp	0	0.7215	1	0.01
8407	chr14	95851393	179	90	Weak	Strong	False	True	hp	hp	0	0.9832	1	0.01
8408	chr14	95918494	177	122	Weak	Strong	False	True	hp	hp	0	0.9231	1	0.01
8409	chr14	95937374	176	60	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8410	chr14	95968450	198	76	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8411	chr14	95981819	246	104	Strong	Weak	False	False	hp	hp	0	0	0.01	1
8412	chr14	96090629	141	155	Strong	Strong	False	True	hp	hp	0	0.301	0.01	0.01
8413	chr14	96139714	221	86	Strong	Strong	False	True	allele	hp	0	0.636	0.01	0.01
8414	chr14	96184994	167	139	Weak	Strong	False	True	hp	hp	0	0.3335	1	0.01
8415	chr14	96191761	169	146	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8416	chr14	96217845	145	119	Weak	Strong	False	True	hp	hp	0	0.2707	1	0.01
8417	chr14	96246951	149	85	Weak	Strong	False	True	hp	hp	0	0.6891	1	0.01
8418	chr14	96260943	175	132	Weak	Strong	False	True	hp	hp	0	0.3739	1	0.01
8420	chr14	96427525	192	134	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8424	chr14	96625155	145	200	Weak	Strong	False	False	allele	hp	0	0	1	0.01
8426	chr14	96767888	200	80	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8427	chr14	96810361	162	59	Weak	Noise	False	False	hp	allele	0	0	0.01	1
8429	chr14	97018396	212	83	Weak	Strong	False	True	hp	hp	0	0.9881	1	0.01
8430	chr14	97130242	218	94	Noise	Weak	False	False	hp	hp	0	0	1	1
8431	chr14	97144409	205	96	Strong	Strong	False	True	hp	hp	0	0.9645	0.01	0.01
8432	chr14	97257407	172	77	Weak	Strong	False	True	hp	hp	0	0.9089	1	0.01
8433	chr14	97266757	211	95	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8434	chr14	97275848	192	114	Weak	Strong	False	True	hp	hp	0	0.9835	1	0.01
8435	chr14	97320512	153	92	Weak	Strong	False	True	hp	allele	0	0.6623	1	0.01
8436	chr14	97334837	141	65	Weak	Strong	False	True	hp	hp	0	0.7519	1	0.01
8437	chr14	97362891	155	93	Weak	Strong	False	True	hp	hp	0	0.9685	1	0.01
8439	chr14	97470481	181	85	Weak	Strong	False	True	allele	allele	0	0.4912	1	0.01
8440	chr14	97470482	190	85	Weak	Strong	False	True	allele	allele	0	0.446	1	0.01
8441	chr14	97568227	200	71	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8442	chr14	97614732	204	33	Weak	Strong	False	True	allele	allele	0	0.3835	1	0.01
8446	chr14	97691520	144	96	Weak	Strong	False	True	hp	hp	0	0.5236	1	0.01
8447	chr14	97692510	151	86	Weak	Weak	False	True	hp	hp	0	0.3563	1	0.01
8448	chr14	97837559	127	120	Strong	Strong	False	True	hp	hp	0	0.3371	0.01	0.01
8449	chr14	97849234	134	106	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8450	chr14	97866446	119	112	Weak	Strong	False	True	hp	hp	0	1	0.01	0.01
8451	chr14	97994093	129	65	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8453	chr14	98177307	147	90	Weak	Strong	False	True	hp	hp	0	0.7968	1	0.01
8455	chr14	98306647	118	84	Weak	Strong	False	True	hp	hp	0	0.5858	1	0.01
8456	chr14	98412329	123	92	Weak	Strong	False	True	hp	hp	0	0.5649	1	0.01
8457	chr14	98437654	161	51	Weak	Strong	False	True	hp	hp	0	0.252	1	0.01
8458	chr14	98476482	144	63	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8460	chr14	98649140	123	79	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8461	chr14	99028943	148	114	Weak	Strong	False	True	hp	hp	0	0.9709	1	0.01
8463	chr14	99380431	118	205	Weak	Strong	False	False	allele	hp	0	0	1	0.01
8464	chr14	99516637	132	249	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8465	chr14	99556809	159	194	Strong	Strong	False	True	hp	hp	0	0.4312	0.01	0.01
8466	chr14	99743973	144	196	Weak	Strong	False	True	hp	hp	0	0.3906	1	0.01
8467	chr14	99790520	148	288	Weak	Strong	False	True	allele	allele	0	1	1	0.01
8468	chr14	99794785	149	265	Strong	Strong	False	True	hp	hp	0	0.4647	0.01	0.01
8469	chr14	99847666	138	107	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8470	chr14	99895233	148	119	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8472	chr14	100476488	148	123	Weak	Strong	False	False	hp	allele	0	0	1	0.01
8474	chr14	100593394	152	175	Weak	Strong	False	True	hp	hp	0	0.1971	1	0.01
8475	chr14	100701543	119	207	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8476	chr14	100837645	130	245	Strong	Strong	True	False	hp	hp	0.3828	0	0.01	0.01
8477	chr14	101060651	113	204	Strong	Strong	True	False	hp	hp	0.3037	0	0.01	0.01
8478	chr14	101061692	148	234	Strong	Strong	True	False	hp	hp	0.3011	0	0.01	0.01
8479	chr14	101063146	131	249	Weak	Strong	False	False	hp	hp	0	0	0.01	0.01
8480	chr14	101095943	123	68	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8483	chr14	101385569	160	53	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8484	chr14	101403898	114	180	Strong	Weak	False	False	allele	hp	0	0	0.01	1
8485	chr14	101486953	120	92	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8486	chr14	101522492	119	249	Weak	Strong	False	True	hp	hp	0	0.6791	1	0.01
8489	chr14	101718410	122	168	Weak	Strong	False	True	hp	hp	0	0.6037	0.01	0.01
8490	chr14	101876357	109	150	Weak	Strong	False	True	hp	hp	0	0.6194	1	0.01
8491	chr14	102092620	126	204	Weak	Strong	False	True	hp	hp	0	0.562	1	0.01
8495	chr14	102523419	126	229	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8497	chr14	102546868	131	264	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8499	chr14	102632945	139	173	Weak	Noise	False	False	hp	allele	0	0	1	1
8500	chr14	102711475	122	133	Strong	Weak	False	False	hp	hp	0	0	0.01	1
8502	chr14	102764706	133	233	Weak	Strong	False	True	hp	hp	0	0.7177	1	0.01
8508	chr14	103142486	109	232	Strong	Strong	False	True	hp	allele	0	0.9732	0.01	0.01
8510	chr14	103187785	117	228	Weak	Strong	False	False	allele	hp	0	0	1	0.01
8511	chr14	103296478	149	156	Strong	Noise	False	False	hp	allele	0	0	0.01	1
8512	chr14	103310533	115	185	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8516	chr14	103365547	109	121	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8517	chr14	103442200	151	119	Strong	Noise	False	False	hp	allele	0	0	0.01	1
8519	chr14	103753831	139	149	Strong	Weak	False	False	hp	allele	0	0	0.01	1
8520	chr14	103865124	121	229	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8521	chr14	104054773	149	109	Weak	Strong	False	True	hp	hp	0	0.9247	0.01	0.01
8522	chr14	104054930	131	110	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8523	chr14	104112064	109	302	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8524	chr14	104121051	147	277	Weak	Strong	False	True	hp	hp	0	0.6395	0.01	0.01
8525	chr14	104247196	117	271	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8526	chr14	104326630	129	159	Weak	Strong	False	True	hp	hp	0	0.9379	1	0.01
8527	chr14	104389345	127	310	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8529	chr14	104498471	132	84	Weak	Strong	False	True	allele	allele	0	0.5197	1	0.01
8530	chr14	104507578	152	162	Strong	Strong	False	True	hp	hp	0	0.9587	0.01	0.01
8535	chr14	105311975	118	418	Weak	Strong	False	False	hp	hp	0	0	0.01	0.01
8541	chr14	105673339	108	274	Strong	Strong	True	False	hp	hp	0.1542	0	0.01	0.01
8542	chr14	105807399	135	61	Weak	Strong	False	False	hp	hp	0	0	0.01	0.01
8543	chr14	105855091	131	261	Weak	Strong	False	True	allele	allele	0	0.6016	1	0.01
8545	chr14	106260844	96	115	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8547	chr14	106263711	100	96	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8548	chr14	106263877	105	99	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8550	chr14	106264043	99	99	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8551	chr14	106264354	101	101	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8552	chr14	106265666	111	103	Strong	Strong	False	True	allele	allele	0	0.9607	0.01	0.01
8554	chr14	106268552	112	92	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8555	chr14	106269358	104	89	Weak	Strong	False	True	allele	allele	0	0.441	1	0.01
8556	chr14	106269575	109	87	Weak	Strong	False	True	allele	allele	0	0.2889	1	0.01
8558	chr14	106270090	101	87	Weak	Strong	False	False	allele	allele	0	0	0.01	0.01
8559	chr14	106270441	92	87	Weak	Noise	False	False	allele	allele	0	0	1	1
8560	chr14	106270463	95	87	Weak	Strong	False	False	allele	allele	0	0	0.01	0.01
8563	chr14	106270868	94	94	Weak	Strong	False	False	allele	allele	0	0	0.01	0.01
8564	chr14	106271265	110	98	Weak	Strong	False	True	allele	allele	0	0.5109	1	0.01
8565	chr14	106271615	94	96	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8567	chr14	106279145	88	87	Weak	Strong	False	False	allele	allele	0	0	0.01	0.01
8568	chr14	106280839	78	75	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8569	chr14	106284815	83	153	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8570	chr14	106284909	83	153	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8573	chr14	106289571	90	157	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8579	chr14	106292390	104	112	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8581	chr14	106293969	95	80	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8582	chr14	106298874	101	66	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8583	chr14	106300830	103	56	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8584	chr14	106303434	104	57	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8585	chr14	106305342	59	66	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8586	chr14	106309134	90	56	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8587	chr14	106310346	84	54	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8588	chr14	106313290	71	60	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8589	chr14	106313793	63	60	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8590	chr14	106315485	76	56	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8592	chr14	106320447	77	94	Weak	Strong	False	False	hp	hp	0	0	0.01	0.01
8593	chr14	106324560	110	95	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8594	chr14	106325360	122	94	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8595	chr14	106394166	127	149	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8597	chr14	106848432	119	152	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8598	chr15	19798679	125	95	Weak	Strong	False	True	hp	hp	0	0.7902	1	0.01
8599	chr15	19857889	99	77	Weak	Strong	False	True	allele	hp	0	0.5456	1	0.01
8601	chr15	20344582	361	135	Weak	Strong	False	False	allele	hp	0	0	1	0.01
8602	chr15	20346605	342	146	Weak	Strong	False	True	allele	hp	0	0.2386	1	0.01
8603	chr15	20363235	324	79	Weak	Strong	False	True	hp	hp	0	0.2933	1	0.01
8604	chr15	20391978	296	36	Noise	Strong	False	True	hp	hp	0	0.3517	1	0.01
8605	chr15	20409121	321	68	Weak	Strong	False	True	hp	hp	0	0.4167	1	0.01
8606	chr15	20650081	334	62	Weak	Strong	False	True	allele	hp	0	0.7693	1	0.01
8607	chr15	20671474	260	41	Weak	Strong	False	True	hp	hp	0	0.8733	1	0.01
8608	chr15	20963027	56	80	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8610	chr15	23039616	105	213	Weak	Strong	False	True	allele	allele	0	0.8939	1	0.01
8611	chr15	23084373	95	113	Weak	Strong	False	True	hp	hp	0	0.3713	1	0.01
8612	chr15	23491263	100	107	Weak	Strong	False	True	hp	hp	0	0.9113	1	0.01
8613	chr15	23848980	102	66	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8614	chr15	24088117	100	61	Weak	Strong	False	True	hp	hp	0	0.9679	1	0.01
8615	chr15	24254278	98	70	Weak	Strong	False	True	hp	hp	0	0.9675	1	0.01
8616	chr15	24709958	103	46	Weak	Strong	False	False	hp	allele	0	0	1	0.01
8617	chr15	24784357	95	63	Weak	Strong	False	True	hp	hp	0	1	1	0.01
8618	chr15	24924501	97	99	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8619	chr15	25018772	99	87	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8620	chr15	25045124	97	66	Strong	Strong	True	False	hp	hp	1	0	0.01	0.01
8621	chr15	25127336	104	51	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8622	chr15	25188767	76	179	Weak	Strong	False	True	allele	allele	0	0.5471	1	0.01
8625	chr15	25571447	94	83	Weak	Strong	False	True	allele	allele	0	1	0.01	0.01
8626	chr15	25575695	98	57	Weak	Strong	False	True	allele	hp	0	0.5264	1	0.01
8627	chr15	25771456	99	163	Strong	Strong	False	True	hp	hp	0	1	0.01	0.01
8629	chr15	26107625	96	112	Weak	Strong	False	True	hp	hp	0	1	1	0.01
8631	chr15	26398229	110	79	Strong	Strong	False	True	hp	hp	0	0.6043	0.01	0.01
8632	chr15	26615315	120	58	Weak	Strong	False	True	hp	hp	0	0.5984	1	0.01
8633	chr15	26648090	80	96	Weak	Strong	False	True	hp	hp	0	1	1	0.01
8635	chr15	27018334	108	114	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8636	chr15	27199803	99	73	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8637	chr15	27235324	99	108	Weak	Strong	False	False	allele	hp	0	0	1	0.01
8638	chr15	27381298	101	85	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8639	chr15	27677164	109	161	Weak	Strong	False	True	allele	hp	0	0.8377	1	0.01
8640	chr15	27952317	87	173	Strong	Strong	False	True	hp	hp	0	0.5991	0.01	0.01
8641	chr15	28815512	110	93	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8642	chr15	28843284	106	184	Strong	Strong	True	False	hp	hp	0.2831	0	0.01	0.01
8644	chr15	28931742	108	163	Weak	Strong	False	True	hp	hp	0	0.9455	0.01	0.01
8645	chr15	28960577	90	168	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8646	chr15	28979438	105	97	Weak	Strong	False	True	hp	hp	0	1	1	0.01
8647	chr15	29041462	95	111	Weak	Strong	False	True	hp	hp	0	0.647	1	0.01
8648	chr15	29279471	94	98	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8649	chr15	29375042	88	79	Weak	Noise	False	False	hp	allele	0	0	1	1
8650	chr15	29571503	96	325	Weak	Strong	False	True	allele	hp	0	1	1	0.01
8652	chr15	29833501	128	91	Weak	Strong	False	False	hp	hp	0	0	1	0.01
8653	chr15	29835375	123	95	Weak	Strong	False	False	hp	hp	0	0	0.01	0.01
8654	chr15	30619922	82	164	Weak	Strong	False	False	allele	allele	0	0	1	0.01
8656	chr15	31096121	101	140	Weak	Strong	False	True	hp	hp	0.0307	0.9566	1	0.01
8657	chr15	31115297	111	112	Weak	Strong	False	False	allele	hp	0	0	1	0.01
8658	chr15	31167579	81	163	Weak	Strong	False	False	allele	hp	0	0	1	0.01
8659	chr15	31465152	106	173	Weak	Strong	False	False	hp	allele	0	0	1	0.01
8660	chr15	31642086	73	75	Weak	Strong	False	False	allele	allele	0	0	1	0.01
